Timestamp,Date,Measure,TBILL,MPLcashUSDC-SPL,bIBTA,bIB01,TBONDS13,TBONDS01,STBT,USTY,USYC,RCOIN,OUSG,USDY,FOBXX,WTSYX,tfBill,FLTTX,WTSTX,WTLGX,WTTSX,TIPSX,WTGXX,USTB,BUIDL,TBV,XTBT,mTBILL,bZPR1,USFR.d
1632182400000,2021-09-21,Circulating Asset Value (Dollar),,,,,,,,,,131630.00,,,,,,,,,,,,,,,,,,
1632268800000,2021-09-22,Circulating Asset Value (Dollar),,,,,,,,,,131630.00,,,,,,,,,,,,,,,,,,
1632355200000,2021-09-23,Circulating Asset Value (Dollar),,,,,,,,,,131630.00,,,,,,,,,,,,,,,,,,
1632441600000,2021-09-24,Circulating Asset Value (Dollar),,,,,,,,,,131630.00,,,,,,,,,,,,,,,,,,
1632528000000,2021-09-25,Circulating Asset Value (Dollar),,,,,,,,,,131630.00,,,,,,,,,,,,,,,,,,
1632614400000,2021-09-26,Circulating Asset Value (Dollar),,,,,,,,,,131630.00,,,,,,,,,,,,,,,,,,
1632700800000,2021-09-27,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1632787200000,2021-09-28,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1632873600000,2021-09-29,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1632960000000,2021-09-30,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633046400000,2021-10-01,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633132800000,2021-10-02,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633219200000,2021-10-03,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633305600000,2021-10-04,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633392000000,2021-10-05,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633478400000,2021-10-06,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633564800000,2021-10-07,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633651200000,2021-10-08,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633737600000,2021-10-09,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633824000000,2021-10-10,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633910400000,2021-10-11,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1633996800000,2021-10-12,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1634083200000,2021-10-13,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1634169600000,2021-10-14,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1634256000000,2021-10-15,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1634342400000,2021-10-16,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1634428800000,2021-10-17,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1634515200000,2021-10-18,Circulating Asset Value (Dollar),,,,,,,,,,132630.00,,,,,,,,,,,,,,,,,,
1634601600000,2021-10-19,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1634688000000,2021-10-20,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1634774400000,2021-10-21,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1634860800000,2021-10-22,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1634947200000,2021-10-23,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635033600000,2021-10-24,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635120000000,2021-10-25,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635206400000,2021-10-26,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635292800000,2021-10-27,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635379200000,2021-10-28,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635465600000,2021-10-29,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635552000000,2021-10-30,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635638400000,2021-10-31,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635724800000,2021-11-01,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635811200000,2021-11-02,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635897600000,2021-11-03,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1635984000000,2021-11-04,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1636070400000,2021-11-05,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1636156800000,2021-11-06,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1636243200000,2021-11-07,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1636329600000,2021-11-08,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1636416000000,2021-11-09,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1636502400000,2021-11-10,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1636588800000,2021-11-11,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1636675200000,2021-11-12,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1636761600000,2021-11-13,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1636848000000,2021-11-14,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1636934400000,2021-11-15,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637020800000,2021-11-16,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637107200000,2021-11-17,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637193600000,2021-11-18,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637280000000,2021-11-19,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637366400000,2021-11-20,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637452800000,2021-11-21,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637539200000,2021-11-22,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637625600000,2021-11-23,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637712000000,2021-11-24,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637798400000,2021-11-25,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637884800000,2021-11-26,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1637971200000,2021-11-27,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1638057600000,2021-11-28,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1638144000000,2021-11-29,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1638230400000,2021-11-30,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1638316800000,2021-12-01,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1638403200000,2021-12-02,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1638489600000,2021-12-03,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1638576000000,2021-12-04,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1638662400000,2021-12-05,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1638748800000,2021-12-06,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1638835200000,2021-12-07,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1638921600000,2021-12-08,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639008000000,2021-12-09,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639094400000,2021-12-10,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639180800000,2021-12-11,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639267200000,2021-12-12,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639353600000,2021-12-13,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639440000000,2021-12-14,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639526400000,2021-12-15,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639612800000,2021-12-16,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639699200000,2021-12-17,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639785600000,2021-12-18,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639872000000,2021-12-19,Circulating Asset Value (Dollar),,,,,,,,,,123346.00,,,,,,,,,,,,,,,,,,
1639958400000,2021-12-20,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640044800000,2021-12-21,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640131200000,2021-12-22,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640217600000,2021-12-23,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640304000000,2021-12-24,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640390400000,2021-12-25,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640476800000,2021-12-26,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640563200000,2021-12-27,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640649600000,2021-12-28,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640736000000,2021-12-29,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640822400000,2021-12-30,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640908800000,2021-12-31,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1640995200000,2022-01-01,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1641081600000,2022-01-02,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1641168000000,2022-01-03,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1641254400000,2022-01-04,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1641340800000,2022-01-05,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1641427200000,2022-01-06,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1641513600000,2022-01-07,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1641600000000,2022-01-08,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1641686400000,2022-01-09,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1641772800000,2022-01-10,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1641859200000,2022-01-11,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1641945600000,2022-01-12,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642032000000,2022-01-13,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642118400000,2022-01-14,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642204800000,2022-01-15,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642291200000,2022-01-16,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642377600000,2022-01-17,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642464000000,2022-01-18,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642550400000,2022-01-19,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642636800000,2022-01-20,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642723200000,2022-01-21,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642809600000,2022-01-22,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642896000000,2022-01-23,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1642982400000,2022-01-24,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1643068800000,2022-01-25,Circulating Asset Value (Dollar),,,,,,,,,,116630.00,,,,,,,,,,,,,,,,,,
1643155200000,2022-01-26,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1643241600000,2022-01-27,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1643328000000,2022-01-28,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1643414400000,2022-01-29,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1643500800000,2022-01-30,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1643587200000,2022-01-31,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1643673600000,2022-02-01,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1643760000000,2022-02-02,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1643846400000,2022-02-03,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1643932800000,2022-02-04,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1644019200000,2022-02-05,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1644105600000,2022-02-06,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,,,,,,,,,,,,,,,,
1644192000000,2022-02-07,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2092269.79,,,,,,,,,,,,,,,
1644278400000,2022-02-08,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2092270.36,,,,,,,,,,,,,,,
1644364800000,2022-02-09,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2092681.48,,,,,,,,,,,,,,,
1644451200000,2022-02-10,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2093890.50,,,,,,,,,,,,,,,
1644537600000,2022-02-11,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2093898.21,,,,,,,,,,,,,,,
1644624000000,2022-02-12,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2093898.21,,,,,,,,,,,,,,,
1644710400000,2022-02-13,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2093898.21,,,,,,,,,,,,,,,
1644796800000,2022-02-14,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2094065.23,,,,,,,,,,,,,,,
1644883200000,2022-02-15,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2094532.80,,,,,,,,,,,,,,,
1644969600000,2022-02-16,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2094492.87,,,,,,,,,,,,,,,
1645056000000,2022-02-17,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2094577.16,,,,,,,,,,,,,,,
1645142400000,2022-02-18,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2044479.44,,,,,,,,,,,,,,,
1645228800000,2022-02-19,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2044479.44,,,,,,,,,,,,,,,
1645315200000,2022-02-20,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2044479.44,,,,,,,,,,,,,,,
1645401600000,2022-02-21,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2044479.44,,,,,,,,,,,,,,,
1645488000000,2022-02-22,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2045003.00,,,,,,,,,,,,,,,
1645574400000,2022-02-23,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2048009.56,,,,,,,,,,,,,,,
1645660800000,2022-02-24,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2048110.11,,,,,,,,,,,,,,,
1645747200000,2022-02-25,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2054278.79,,,,,,,,,,,,,,,
1645833600000,2022-02-26,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2054278.79,,,,,,,,,,,,,,,
1645920000000,2022-02-27,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2054278.79,,,,,,,,,,,,,,,
1646006400000,2022-02-28,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2186461.59,,,,,,,,,,,,,,,
1646092800000,2022-03-01,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2186663.69,,,,,,,,,,,,,,,
1646179200000,2022-03-02,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2186654.29,,,,,,,,,,,,,,,
1646265600000,2022-03-03,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2187574.89,,,,,,,,,,,,,,,
1646352000000,2022-03-04,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2054516.47,,,,,,,,,,,,,,,
1646438400000,2022-03-05,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2054516.47,,,,,,,,,,,,,,,
1646524800000,2022-03-06,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2054516.47,,,,,,,,,,,,,,,
1646611200000,2022-03-07,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2053782.03,,,,,,,,,,,,,,,
1646697600000,2022-03-08,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2053777.04,,,,,,,,,,,,,,,
1646784000000,2022-03-09,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2053777.60,,,,,,,,,,,,,,,
1646870400000,2022-03-10,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2053803.16,,,,,,,,,,,,,,,
1646956800000,2022-03-11,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2048984.82,,,,,,,,,,,,,,,
1647043200000,2022-03-12,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2048984.82,,,,,,,,,,,,,,,
1647129600000,2022-03-13,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2048984.82,,,,,,,,,,,,,,,
1647216000000,2022-03-14,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2048835.38,,,,,,,,,,,,,,,
1647302400000,2022-03-15,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,2049066.02,,,,,,,,,,,,,,,
1647388800000,2022-03-16,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1949087.13,,,,,,,,,,,,,,,
1647475200000,2022-03-17,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1949148.72,,,,,,,,,,,,,,,
1647561600000,2022-03-18,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948960.18,,,,,,,,,,,,,,,
1647648000000,2022-03-19,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948960.18,,,,,,,,,,,,,,,
1647734400000,2022-03-20,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948960.18,,,,,,,,,,,,,,,
1647820800000,2022-03-21,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1949609.83,,,,,,,,,,,,,,,
1647907200000,2022-03-22,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948398.32,,,,,,,,,,,,,,,
1647993600000,2022-03-23,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948398.32,,,,,,,,,,,,,,,
1648080000000,2022-03-24,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948453.46,,,,,,,,,,,,,,,
1648166400000,2022-03-25,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948623.59,,,,,,,,,,,,,,,
1648252800000,2022-03-26,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948623.59,,,,,,,,,,,,,,,
1648339200000,2022-03-27,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948623.59,,,,,,,,,,,,,,,
1648425600000,2022-03-28,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948630.27,,,,,,,,,,,,,,,
1648512000000,2022-03-29,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948134.77,,,,,,,,,,,,,,,
1648598400000,2022-03-30,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948143.08,,,,,,,,,,,,,,,
1648684800000,2022-03-31,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1958231.43,,,,,,,,,,,,,,,
1648771200000,2022-04-01,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1958259.78,,,,,,,,,,,,,,,
1648857600000,2022-04-02,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1958259.78,,,,,,,,,,,,,,,
1648944000000,2022-04-03,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1958259.78,,,,,,,,,,,,,,,
1649030400000,2022-04-04,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1958271.54,,,,,,,,,,,,,,,
1649116800000,2022-04-05,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1958389.55,,,,,,,,,,,,,,,
1649203200000,2022-04-06,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1958404.22,,,,,,,,,,,,,,,
1649289600000,2022-04-07,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1958421.04,,,,,,,,,,,,,,,
1649376000000,2022-04-08,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948525.24,,,,,,,,,,,,,,,
1649462400000,2022-04-09,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948525.24,,,,,,,,,,,,,,,
1649548800000,2022-04-10,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1948525.24,,,,,,,,,,,,,,,
1649635200000,2022-04-11,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1952990.83,,,,,,,,,,,,,,,
1649721600000,2022-04-12,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1963011.62,,,,,,,,,,,,,,,
1649808000000,2022-04-13,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1963032.56,,,,,,,,,,,,,,,
1649894400000,2022-04-14,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1963292.43,,,,,,,,,,,,,,,
1649980800000,2022-04-15,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1963292.43,,,,,,,,,,,,,,,
1650067200000,2022-04-16,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1963292.43,,,,,,,,,,,,,,,
1650153600000,2022-04-17,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1963292.43,,,,,,,,,,,,,,,
1650240000000,2022-04-18,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1949588.39,,,,,,,,,,,,,,,
1650326400000,2022-04-19,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1949660.24,,,,,,,,,,,,,,,
1650412800000,2022-04-20,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960023.80,,,,,,,,,,,,,,,
1650499200000,2022-04-21,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960171.26,,,,,,,,,,,,,,,
1650585600000,2022-04-22,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960220.22,,,,,,,,,,,,,,,
1650672000000,2022-04-23,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960220.22,,,,,,,,,,,,,,,
1650758400000,2022-04-24,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960220.22,,,,,,,,,,,,,,,
1650844800000,2022-04-25,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960134.94,,,,,,,,,,,,,,,
1650931200000,2022-04-26,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960157.42,,,,,,,,,,,,,,,
1651017600000,2022-04-27,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960680.03,,,,,,,,,,,,,,,
1651104000000,2022-04-28,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960590.56,,,,,,,,,,,,,,,
1651190400000,2022-04-29,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960636.00,,,,,,,,,,,,,,,
1651276800000,2022-04-30,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960636.00,,,,,,,,,,,,,,,
1651363200000,2022-05-01,Circulating Asset Value (Dollar),,,,,,,,,,366630.00,,,1960636.00,,,,,,,,,,,,,,,
